"","klasifikasi","score","text"
"2181","Netral",0,"good"
"2182","Positif",1,"cocok banget  la  invest minimal r ribu aja  belajar jenisjenis reksadana yuk isi kode referral cashbacksaiyo biar dacashback ribu terimakasih"
"2183","Negatif",-1,"ga tau kenaemenjak kenal bibit  kecanduan nabungskrg klo  uang nganggur langsung  tabung  bibit jdinya ga abis masuk marketeðÿ  luode referal bibit dasama cashback k  okta"
"2184","Netral",0," bgt cair nya"
"2185","Positif",1,"bibit menyediakan fitur syariah taembayaran virtual account  konvensional "
"2186","Netral",0,"ect"
"2187","Netral",0,"good"
"2188","Positif",3," yg ditakutkan   beli akun bank   jual akun bank     ðÿ  minggubutuh beraama uang       samaskaliðÿ note mesin  gak  jawabchat nya ng isinya  aja bintang    karna restanggadari bibit ta  transaksi    masuk  rekening ðÿ  lan transaksi  langsung dikirim  email kenauma  transaksi yg dikirim  email ðÿ"
"2189","Positif",1,"imy  bibit  ajukan aman"
"2190","Positif",1,"hadiah autangaku benci namanya aman"
"2191","Positif",1,"aasi  dadibuka dana yg   aasi     cek"
"2192","Positif",1,"keren investasi"
"2193","Netral",0," membantu  la    belajar investasi reksadana"
"2194","Positif",1,"keren"
"2195","Netral",0,"mudah mudahan  rezeki  nya"
"2196","Positif",1,"gak  dibuka aasinya  aasinya tdk ngereshal  belajar investasi"
"2197","Netral",0,"mantap"
"2198","Netral",0,"good"
"2199","Netral",0,"gam  mudah  mi  la "
"2200","Positif",2," ngan  rikan  kena biaya transfer fee ditambah  ngan yg "
"2201","Positif",2,"lumayan nambah beberaersen  rekomendasi  investasi jangka ang   mohon tambahkan ayaran via danaovo  emoney "
"2202","Netral",0,"yozjjaz"
"2203","Positif",1,"keren"
"2204","Netral",0,"good"
"2205","Netral",0,"kode o fayakun cahsback k"
"2206","Netral",0,"kn  miriockbit kt bs lsg invest saham gombaaak ðÿƒ"
"2207","Netral",0,"ok"
"2208","Netral",0,"  m investasi"
"2209","Positif",5,"tolong tambahkan fitur batalkan menjual kenaidak  fitur  ngomong ya alangkah bagus     es dana ualan samke rekening sumber dana die"
"2210","Netral",0,"ok"
"2211","Positif",3,"bagus cocok banget  investasi  la kayak "
"2212","Netral",0,"ok"
"2213","Positif",1," seneng aasi dana"
"2214","Positif",1,"sy senang dgn aasi   alaman d   kt mengelolah keuangan  bs berkembang  tergantung  kt berinvestasi  aasi "
"2215","Netral",0,"   la  belajar investasi     belajar"
"2216","Netral",0,"bangke bener reward event musti ditin ama tanggal  event selesai  masuk gak niat    ngasih rewardnya"
"2217","Positif",2,"investasi aman mudah diawasi ojk  manajer investasi berkualitas "
"2218","Netral",0,"seinya sdm  bibit khusus nya customer service u diarui  mengerti  memahami setialuhan user  menemukan solusi   tesasaran    berdasarkan versi  "
"2219","Positif",1,"penarikan dana "
"2220","Positif",1,"masukkan kode referal jayanegeriku  menyelesaikan aftaran  daan cashback    transaksi ama ayo cuan bareng"
"2221","Negatif",-1," mnjual unit hsil alan  dikonfirmasi tasuk  rekeningnya tolong  hbngi kesiantuk duan"
"2222","Netral",0," aasi nya bagus  la   airannya   aasi bibit tolong   atikan airannya    elagi  kedeya su yg  kebutuhan mendadak  menunggu  yg "
"2223","Netral",0," mencoba"
"2224","Netral",0,"semangat menabung"
"2225","Positif",1,"mudah menjalankan cocok  la sei  yg  belajar investasi"
"2226","Positif",2,"gw naikan bintangnya     walaureedem ama   ok  kalo yg reedem   es cepat"
"2227","Positif",2,"aenarkebun bibit surabaya disori   bibit ambil bonusmu   kode  nyanyiankodebibit  rahasia yuk disegerakanðÿ bibit   cocok  la ya sei    u i aasi  mudah dimengerti  rescs  menu helga resif  aasi   manfaat  kemudahan sei oase   emi  iniðÿš"
"2228","Netral",0,"ah aasi    awasi  badan ojk"
"2229","Netral",0,"kode referral arstn masukan kode refferal   daan cashback k utk aftarannya ya guys selamat mencobaâºï"
"2230","Netral",0,"pomula"
"2231","Positif",1,"aasi nya oke banget"
"2232","Netral",0,"goooooodddd"
"2233","Netral",0," nabung grafik  trus giliran udah belasan juta ngdown amugi jutaan   cairin  nunggu grafik naiktrun trus aminus  jtkapok"
"2234","Netral",0,"ok"
"2235","Positif",3,"  oke  aasinya  u ditingkatkan   es  airan reksadana   u memiliki fitur notifikasi  to saldo investasi   konsumen   nyaman   terganggu  sistem bibit disarankan u ditingkatkan  kedeya airan reksadanannya dielagi  sammerugikan orang orang  ditingkatkan"
"2236","Negatif",-2,"aasi tida    registrasi   anyaan muncul notif  skrung rusak error code  ga  registrasi"
"2237","Positif",1,"aasinya  buka alokasi dana  ofolio i   dr aasi  tolong diaiki overall aasi   membantu  nabung"
"2238","Netral",0,"nice"
"2239","Netral",0,"mantappp"
"2240","Netral",0,"mantap"
"2241","Netral",0," gaya hiduinvestasi    bibit  form investasi ter  bert    membangun ekosistem âœinvestasi  manajemen keuangan  komunitasâ sembari menyediakan layanan  memenuhi kebutuhan investor  berbeda sei informasi keuangan  komunitas  produk keuangan  alaman investasi bibit"
"2242","Positif",1,"proses   dibandingkan aasi sebelah  coba udah nggk enak layanannya untung  tes invest  proses arian   eh  transfer  rekeningnya  butuh      pol"
"2243","Netral",0,"mudah "
"2244","Netral",0,"good"
"2245","Positif",2,"bagus banget"
"2246","Negatif",-1," mengecek aasi bibit     terdaftar  ojk gimana ya ka"
"2247","Negatif",-1,"aasinya   ga kebuka"
"2248","Netral",0,"ok"
"2249","Netral",0,"tlong hdata "
"2250","Netral",0,"kode referal  yusranbibit"
"2251","Netral",0,"mantap"
"2252","Positif",1," aasi investasi  bagus    belajar      menabung  nominalnya "
"2253","Netral",0,"seep"
"2254","Netral",0,"blm m  kerjanya"
"2255","Netral",0,"pencairan   th lbh   blm cair jg"
"2256","Positif",1,"aasinya  bagus  membantu"
"2257","Netral",0,"peniencuri data"
"2258","Netral",0," "
"2259","Positif",2,"uang aman sekaliuang hilang"
"2260","Netral",0,"menabung memakai aasi bibit sangatt menyenagkan"
"2261","Positif",1,"hallo admin  kenaa  log in iya   kasih bintang   asalahan selesai"
"2262","Negatif",-1," bintang   bibit  gangguan aoq ga  log in"
"2263","Positif",1,"mohon maaf aibit  kenaidak   bukak"
"2264","Netral",0,"nice"
"2265","Positif",2,"bantuan adminya resif banget  sat set"
"2266","Netral",0,"ok"
"2267","Positif",1,"bagussekali   dana iun"
"2268","Positif",1,"yahh sayang nya umur       investasi  bibit   en investasi rb   berfikir   uang tauat  liat youtube nemu iklan bibit   investasi   rb eehh sayangnya    "
"2269","Netral",0,"det ya gak   dana   ya dana"
"2270","Netral",0,"nice"
"2271","Positif",1," datambahan saldo k nih  kode referral  suksescuanbareng  auto dasaldo k  syarat  invest minimal k gas lahh ðÿ"
"2272","Netral",0,"mntap"
"2273","Positif",1,"seneng banget  bibit  nabung rutin    cashback nya  yg ama  bibit  kode referal  pintarar   cashback r setiabung r"
"2274","Positif",1,"lumayan aja sih"
"2275","Positif",5,"mohon  adakan mode dark mode   kalo  buka  ruangan yg  geladak  silau terima kasih"
"2276","Netral",0," mudah"
"2277","Positif",1,"bagus  cashback dllcuman  cairnya bedaâ waktudihistory dikasih elasan  yg udah cair aelumbiar kagak manual investor hitungdah masuk yg  diue ya tolong"
"2278","Netral",0,"oke"
"2279","Netral",0,"valid gan"
"2280","Positif",1,"aasi nya bagus   "
"2281","Positif",1,"bagus"
"2282","Netral",0,"penjualannya  "
"2283","Positif",5,"maaf sy kasi bintang   es ualan  airan dana  rek  kunjung masuk rekening"
"2284","Netral",0,"ayo   tuamu dg investasi  bibit"
"2285","Netral",0,"aasinya  membantu  berinvestasi"
"2286","Positif",1,"alhamdulillah"
"2287","Netral",0,"mantul"
"2288","Positif",2,"   belajar investasi bibit  cocok banget aturan udah disesuaikan  il  keuntungan   dimonitor celah gabung invar referalnya   voucher cashback kalo ga     kalagi "
"2289","Positif",1,"bagus"
"2290","Negatif",-1,"  a atm  gak i a orang "
"2291","Netral",0,"okeeerr"
"2292","Netral",0,""
"2293","Positif",1,"tolong  esaat menjual reksadana saham    canunggunya kalo  diesaat  jual masuk  rekening maks  "
"2294","Netral",0,"  download aya semoga  mohon bantuannyaa ðÿðÿðÿðÿ"
"2295","Netral",0,"  berinvestasi  "
"2296","Netral",0,"recommended bgtt   yg la  coba investasikarna   rb udah  investasibibit  bikin rajin nabung wkwkesnya cedan ga ribet cs nya jg ramah  membantu  luake kode referral dhitamaxcs su dacashback rbðÿ"
"2297","Netral",0,"aasi investasi yg lumayan gam  dii taasih  kekurangan nya sei transfer bank yg    respon"
"2298","Netral",0,"godd "
"2299","Positif",1,"aasi investasi  mudah dimi  cocok  la"
"2300","Netral",0,"semoga barokah"
"2301","Positif",2,"aasi  menemani  mewujudkan miman mengatur keuangan pastinya teraya  aman semoga kedeya  keren"
"2302","Positif",1,"tambahkan dark mode "
"2303","Positif",1," suka aasi nya sayang   deenggunakan bang syariah indonesia  alfamart  indomaret"
"2304","Positif",1,"semoga bermanfaat"
"2305","Positif",2," mantab nih aasi mantab"
"2306","Netral",0,"bm ob"
"2307","Netral",0,"  daftarnya"
"2308","Positif",3,"kenaibitku    buka  katany aasi tidk dadibuka  mode debug al hya   mode debug  aneh banget sih   nabung   tolong  min d "
"2309","Positif",1,"aasi terlama  ah  kenal   narik uang   mingguan walauketerangan   bye bibit"
"2310","Positif",1,"mantab cuannya"
"2311","Netral",0,"mantap"
"2312","Netral",0,"good"
"2313","Netral",0,"pengambilan widraw  membutuhkan   kerja"
"2314","Positif",2,"aasi nya keren banget"
"2315","Netral",0,"very goooddd"
"2316","Netral",0,"its ok "
"2317","Positif",1,"  aman ðÿ"
"2318","Netral",0,"good"
"2319","Positif",2,"tambahkanfitur dark mode  kenyamanan   ditunggu uenya tq"
"2320","Positif",1,"senang bergabung  bibit"
"2321","Positif",1,"gak untung  buntung"
"2322","Netral",0,"kamus investasi  jauhmungkin disetiaberaata  asing  dikasih tanda seru  memunculkan kotak analog"
"2323","Positif",3,"pencairan dana     masuk masuk"
"2324","Positif",1,"bibit tamnnya  fitturnya menarik cocok  aya sebangai investor la"
"2325","Netral",0,"ok"
"2326","Netral",0," "
"2327","Netral",0,"ibnmb yuk   cahsback  rb"
"2328","Netral",0,"mengajarkan  ingnya investasi   de"
"2329","Netral",0," menemukan kekurangannya"
"2330","Negatif",-1,"    tolong  u ya"
"2331","Netral",0,"kendala nya  d bank karna   slain bank bca"
"2332","Netral",0,"ok"
"2333","Negatif",-1,"pas  daftar bank jago  banget  ga bisaudh nunggu  menit ga nongol adminnya buang buang  aj"
"2334","Positif",1," bagus"
"2335","Positif",2,"tambahkan fitur to  metode dana"
"2336","Positif",1,"aasi investasi la yg cocok  mudah"
"2337","Positif",1,"min kenaaat   buka aya gk   eror   uninstall  download  tta  minini kenaatolong bantuan nyaðÿ"
"2338","Netral",0,"mudah "
"2339","Netral",0,"oks"
"2340","Positif",1,"aasinya bagus   ula nih bibit   menabung   aasi dana ya tolonglah "
"2341","Negatif",-3,"kecewa  ani terkait kesalahan aasi yg  keuntungan investasi yg  bnyak  akun   jt   cuman  maaf  kejadian ituhal   membagikan  temankeluarga karna  degitu rua  k doangitu   kecewa maklum  la   ngerti  agian nyadan gak enaknya    malu  ik karna    informasi yg salah"
"2342","Positif",2,"aasi   mudah    membantu menambah hasilan yuk   bantu masukan kode vi   dacash back   dakan    untung semngat ari cuan"
"2343","Positif",1,"investasi  la mudah  cepat"
"2344","Positif",1,"sukses"
"2345","Netral",0,"aerbaik  investasi  reccomend ðÿ"
"2346","Positif",1,"bagus"
"2347","Positif",1,"alhamdulillah    bukakamarin semkhawatir   semoga bibit   aya "
"2348","Netral",0,"eror data r uang  melonjak    komasi  shareholder  yg mergu  kejual gegara seneng  rugi dah gw"
"2349","Netral",0,"excellent"
"2350","Netral",0,"mohon data   hapus"
"2351","Negatif",-2,"tolong     ude g   buka udh    takut doang  miss  datanya   edong aikannya  khawatir  klik menu bantuan   g muncul a  bingung"
"2352","Netral",0,"kenalikasi nya gak   buka"
"2353","Negatif",-1,"aasi an  ga   bukaa eror mulu"
"2354","Positif",1,"semogga aman selallu"
"2355","Netral",0,"kenaasi nya  eror gk   buka gimana nih duit   lenyah"
"2356","Positif",1,"min  knbit gabisa dibuka  tulisanny  mode debug  a maksudny"
"2357","Netral",0,"proses  ude nya  ya min taknya nominal elian langsung muncul waloesnya lumayan berhari mudan konsisten ya nabung  bibitnya     diaya kedeaðÿ"
"2358","Netral",0,"bibit ko trus  an mesin  aharuan trus  gimn sih "
"2359","Positif",1,"kenada bacaan maaf mesin  ue"
"2360","Netral",0,"ok"
"2361","Negatif",-1,"  ulasanâ  bnyak yg kecewa  yanan aasi bibit    ragu  berinvestasi  ditambah aasi   dibuka"
"2362","Negatif",-2,"hadeh setiaka aasinya  tulisan bentar ya mesinya   upgrade gitu aja "
"2363","Negatif",-4,"parah    iseng ikutan    rikan  menunggu sam    orang  benerâ butuh mah  udh mati duluan  cair  ribet   rikan  bet "
"2364","Negatif",-3,"gua nggk tergiur  o  chasback klu investasi bibit adain o  chasbackbiar  serius dlm investasi a gua ikutin o nabung rutin auto debit taamskrg blm dataku ttnsisten nabung rutin autodebit  bank jagokarena tujuankuemng  nabung biar duitnya bisah berkembang trimakasih bibit"
"2365","Netral",0,"cool"
"2366","Netral",0,"tolong  tambahkan ayaran via danajujur  sulit  isi  shooay  transaksi digital   makai dana"
"2367","Netral",0,"event cashback  aasi bibit     sesuai sknya kog ngak ah da heran  cashback yg berueffeal  event tipu tipu sih mending event goabis  abis gitu"
"2368","Positif",1,"iihh ajaib mantap"
"2369","Netral",0,"  membantu"
"2370","Positif",2,"cocok banget  la mantap"
"2371","Negatif",-1," dicoba"
"2372","Netral",0," turun  dongg"
"2373","Positif",1,"bagus   nabung"
"2374","Positif",1,"oke banget"
"2375","Netral",0," reff sarnomakmur  daftar  aasi bibit"
"2376","Negatif",-1,"  investasi  baiknya dir  ya teman trauma  taalah kena k  untung tntung nyesel rekomendasikan  teman  utk i  tgitu   eh letanggung "
"2377","Netral",0,"mantap"
"2378","Netral",0," aja ngk nambah nambah  ngan makasih"
"2379","Negatif",-2,"nabung rutin dg auto debit bank jago   nabung gagal debit  saldo cukukalikali  sampah"
"2380","Positif",1,"aasi bagus teraya   diawasi"
"2381","Netral",0,"good"
"2382","Netral",0," rikannya    h inves a inii"
"2383","Positif",2,"aasi bibit stuck  logo    masuk  halaman menu utama"
"2384","Positif",1," investasi  rb  dijual   masuk   rb"
"2385","Negatif",-2,"alhamdulillah samsaat   ah mengalami gangguan an belajar investasi    ing belajarlah  mandiri   orang   senior agi budaya investasi sei   diajarkan dilingkungan idikan    disayangkan  adi  menyesal   ingnya investasi  masuk dunia uliahan  mendaftar gunakanlah kode referral kesemnku  cashback  ribu  menunggumu klaim  "
"2386","Positif",1,"bagus  la"
"2387","Netral",0,"semoga   "
"2388","Netral",0,"kecewa aasi event   samakhir eror   tinggal   error agi  masuk   bergabungðÿ makasih  bibit  kali  dowlond  aasi "
"2389","Netral",0,"mantayaaaa"
"2390","Netral",0," daftar nya gimana min tolong  bantu min  la nih min"
"2391","Positif",3,"bagussbintang  aja    nabung dir uang alkhamdulillah lumayan draruh dibank uang  berkurang g jelaskalau nabung diobligasi  saham nya  nyoba beberaatus ribu minus terusmunkin jg ngikutin r uanguntung  nyoba dikitjadi saran  sih mending dir uang sajadan  airan mudahan lancar g  kendala"
"2392","Netral",0,"good"
"2393","Positif",1,"good bagus   klo  metode ayarannya   "
"2394","Positif",1,"yok  sukses bareng   i kode refferalku  bgt  yaaa ððððððÿ makasih yaa ðÿ"
"2395","Netral",0," membantu  mencatujuan keuangan "
"2396","Positif",1,"aasi yg mudah dlm belajar investasi semoga amanah"
"2397","Positif",1,"bagus tenan"
"2398","Negatif",-1,"aasinya oke    membatu  si  nabung  berharadah mudahan  berkembang "
"2399","Positif",2,"aasi nya bagus  suka aasinya  cocok   pokoknya aasinya the best deh"
"2400","Netral",0,"bibit  membantu   belajar mengelola keuangan"
"2401","Netral",0,"e to q"
"2402","Netral",0," akun demo nya kah"
"2403","Netral",0,"mantap"
"2404","Netral",0,"aa   buka"
"2405","Positif",2,"bagus bgt nih cocok     invest ðÿ"
"2406","Negatif",-2,"gas  jgn ragu majn bibit    jangka  ya  rikan urang   hamsatu minggu taahh wort it   invest  mah"
"2407","Positif",1," bagus"
"2408","Positif",3," order jual berhasil taok uang   masuk    bursa   masuk  atm susah ham   gimana sih"
"2409","Netral",0,"rekomended teraya     daftar masukan kode cobabibit  aftaran  daan cashback   bibit coba investasi  cobabibit"
"2410","Netral",0,"takda hati"
"2411","Netral",0,"aasi nya mantangan lualo daftar  kode refferal  makinobiar dasaldo r"
"2412","Negatif",-1,"parah sih sengaja ninggalin saldo  r uang   uninstal sengaja buka    kedeini udah    buka rua saldo r parah sih emang ga seberaih cuman yaa gimana ya m laah samdisini"
"2413","Positif",1,"fiturnya udah  banget taayang   lengkaksadana nya tolonng anyak "
"2414","Netral",0,"tingkatkan   jadikan aasi terbaikkkkk"
"2415","Positif",1,"aasinya  bagus"
"2416","Netral",0,"baguus  "
"2417","Positif",1,"tolong  hadata sya  aasi bibit karana sya  jd  nya  sya  menghaaasi bibit trima kasih"
"2418","Negatif",-1,"  i      lancar elian rikan tewaktu    tim bibit gercentu samselesai  dicoba  kode visimisifoya tananda k   langsung dacashback  mantabz"
"2419","Netral",0,"manta"
"2420","Netral",0," gakbs dibuka yaðÿ"
"2421","Netral",0,"la investasi"
"2422","Positif",1,"aman  menyenangkan nabung  "
"2423","Positif",1," aasi ol  ya sbrnya   mah butuh dana cepat"
"2424","Netral",0,"semoga bibit  teraya  investasi aminn"
"2425","Positif",2,"kalo beli sahamnya langsung eh giliran cariin   biaya tf wew ga nyangka   untungnya habis  biaya tf hadehhh"
"2426","Positif",1,"aasi yg  bagus  berinvestasi jangka ek menengah samang jgn lusukan kode reveral  guntr   dabonus  semangt  selamt bergabung"
"2427","Netral",0,"ah inv    adaðÿ"
"2428","Netral",0,"ayo  kode referral ayoinvets biar dacashback rb"
"2429","Positif",4,"saran   en es to en es arian dana   reksadana   modern kayak     cedong"
"2430","Positif",1,"    daftar   kode  kalo  lumayan dacashback makasii  kode  hanihae"
"2431","Netral",0,"recomended"
"2432","Positif",1,"mantas canggih serba   investasi"
"2433","Netral",0,"ðÿðÿðÿðÿðÿ"
"2434","Positif",1,"bissmillah semoga amanah"
"2435","Negatif",-1,"dah install bibit  registrasi nya  ribet   uninstall lg"
"2436","Netral",0,"ue return reksadana bibit butuh   jam"
"2437","Netral",0,"rubend ferry siahaan"
"2438","Netral",0," membantuterimakasih bibit"
"2439","Positif",1,"bagus"
"2440","Netral",0,"hadata  tolong  hadari gogle"
"2441","Netral",0,"good"
"2442","Negatif",-1,"penghasilan n tsa nabung  belajar investasi reksadana     udh  beli reksadana  mudah   dashback    elian   kode referal  ya ges  akarbibit"
"2443","Netral",0,"bukanya untung  rugi  aset dijual   ngan     airan kalo  invest mending ditemlain"
"2444","Netral",0," semoga untung tabung  genting daliinvestasi dana ya mksih"
"2445","Positif",1," banget airannya    masuk   order selesai skrng  nunggu samberhari    butuh kaknya gaakan i bibit  dehðÿžðÿžðÿžðÿžðÿžðÿž"
"2446","Netral",0,"aasi  investasi reksadana ðÿ ðÿ"
"2447","Positif",1,"keren"
"2448","Netral",0,"mantap"
"2449","Positif",1,"terbaik"
"2450","Negatif",-6,"d bibit  rikan dr rekening  otomatis  tang y ga masuk  ofolio  duwity masuk y  mn an d tilema orang bibit y  bibit  ga  ruwet bikin rugi investor  yg  y   demalah bikin tekor rugi   sistem yg buruk  jelek bngt d bibit ga  tangung   kehilangan uwang y  yg  bibit  ga "
"2451","Netral",0,"ga sesuai"
"2452","Positif",1,"portofolio  dih sesuai tujuan    bagus  aain gak  kayak gini mantabit"
"2453","Netral",0,"  nabung rutin mingguan    bank jago dam gosei bank bri bni mandiri bca   "
"2454","Positif",1,"wahh terima kasih bibit  yg gk a atm mending nabung  aja     main saham  aja  gua udh nabung    gua tinggalin  bibit samluh minggu  gua butuhhhhhh kali uang   gua ah nyimduit  bibit alhamdulillah untung  bibit   i dana darurat gua nnti gua nabung   keuangan udh bagus aamiin  tarik uang         langsung hubungin cs i kelar"
"2455","Netral",0,"ok"
"2456","Netral",0,"  membuktikannya yanan   memuaskan  bibit"
"2457","Netral",0,"pencairan lams   dana darurat"
"2458","Netral",0,"  nyoba semoga faham  menghasilkan cuan qmamkxu nih  yg  masuki kode referal daerah cashback rb"
"2459","Netral",0,"aasinya  membantu  memeuskan yanannyamantah"
"2460","Positif",1,"airan berhari berharisamsekarang   masuk kerekening"
"2461","Netral",0,"the best"
"2462","Netral",0,"okelah"
"2463","Positif",1,"butuh mode malam"
"2464","Positif",2,"es jualnya  order jual  saham t masuk  "
"2465","Positif",1,"aasinya bagus banget  recommended     bergabung silahkan masukkan kode referral ayokngebibit  mendaan cashback k"
"2466","Negatif",-6,"aasinya oke    membatu  si  nabung  berharadah mudahan  berkembang  asalahan   danabung  bibit   bingung  nilai entasenya  rekomendasi robo  aasi   reksadana saham nilai kenaikan ntase    manager investasi   meningkat tai ofolio  entasenya  menurun  setiali reksadana saham nilai entasenya minus mohon elasannya "
"2467","Netral",0,"good"
"2468","Negatif",-1,"kinerja  maksimal lamban"
"2469","Netral",0,"good money"
"2470","Positif",1," gimana si order ualan berhasil tanggal  juni eh samanggal  juli   cair  rekening  gimana  "
"2471","Netral",0,"woke"
"2472","Negatif",-3,"penyediaan layanan bayar langsung  mbanking   bagus  gratis ga u to  aasi  imho kekurangan   tolong lihat tetangga sebelah  interfacenya   sederhana  mudah   gam  mengerti  bibit aga ribet ya ðÿðÿðÿðÿ sukses terusðÿðÿ seneng  bibit  beli rd ga  ngan  ga u to  aasi  biar gratis bea admin"
"2473","Netral",0,"pencairan   esnya"
"2474","Netral",0,"  am  gk bsa  suruh beli aasi nya yg  gk jls bibit jgn  download ni nyesal gue"
"2475","Netral",0,"ng"
"2476","Negatif",-1,"aya ga  dibuka  buka aain lancar aja"
"2477","Positif",1,"investasi krn uang  dommengalamin inflansi "
"2478","Netral",0,"very good"
"2479","Negatif",-1,"ga  data  masuk ribet bro"
"2480","Negatif",-1,"pembelian  airan nya  bangettbeda  aebelahairan  elian langsung kedih iniðÿÿbikin  orang kainvest  bibit"
"2481","Netral",0,"ookee"
"2482","Netral",0,"to ewallet dana ga "
"2483","Negatif",-1,"bingung"
"2484","Positif",2," nyaman  aman"
"2485","Netral",0,"aasi    buka      sami uninstal  instal  tetek "
"2486","Positif",2," yg  mendaftar  memakai kode referral  ukhti  mendacashback  r kalagi investasi daribu   grafik  memiksi returnembaliannya tinggal memilih instrumen  cocok   yuk  aja "
"2487","Negatif",-2,"aasinya  kmrn tdk   buka sdh  uninstal  diinstal ulang  dadigunakan beberaaat  ya   uninstal ulang "
"2488","Netral",0,"mantap"
"2489","Positif",1,"aasi bibit sy bbrari ga  dibuka kteranganganya aasi bibit tdk  dibuka mellui ngkat dlm mode debug  bantu   solusinya trims"
"2490","Negatif",-1," kekurangan   menghancurkan resi aasi  es rikan     cantum  maksimal  kerja takenyataannya   seminggu"
"2491","Netral",0,"reksadananya  lengkadong"
"2492","Positif",1," airan  bibit u diaiki   banget  buktinya samsekarang a ane  cair"
"2493","Positif",1,"admin fast resyanan ramah ðÿ"
"2494","Negatif",-1,"awas brhati hatilah  mlakukn det  det  sarankn jngn lbih  rbu karna hamsemua anvestasi  bodong mari  cerdas  investasi  jngn mudah tergiur dengn ag blum tra karna   korban  anvestasi bodong  ag inikita  brhati hati  mlakukn det"
"2495","Netral",0,"good"
"2496","Positif",5,"beruntung banget kenal bibit  nabung reksadana  investasi  bagus  la minim resiko   ng  suka  fitur robo  bibit  membantu ðÿðÿðÿ"
"2497","Netral",0,"    bergabung dgn bibit"
"2498","Positif",3,"aasi nya cocok bagus  investasi  unya sandi  unci diawal  masuk kedalam berandadasboardnya"
"2499","Netral",0,"tolong  mimin    lakukan airan  aasi danaovogodan domelektronik "
"2500","Netral",0,"kim yong ae"
